Group,Fandom,Stage Name,Korean Stage Name,Full Name,Date of Birth,Former Group,Instagram
ILY:1,,Hana,하나,Hayase Hana,2000-02-27,,
ILY:1,,Ririka,리리카,Kishida Ririka,2002-07-02,,
ILY:1,,Rona,로나,Chang Ching,2002-06-05,,
IM,,Gijung,기중,Kim Gijung,2001-01-24,,
IM,,Giseok,기석,Jun Giseok,1997-05-02,,
IM,,Taeeun,태은,Moon Taeeun,2000-02-09,,
IN2IT,,Hyunuk,현욱,Han Hyunuk,1994-09-26,,
IN2IT,,Inho,인호,Hwang Inho,1993-06-21,,
IN2IT,,Inpyo,인표,Lee Inpyo,1995-08-14,,
IN2IT,,Isaac,아이젝,Voo Isaak,1994-12-12,,
IN2IT,,Jiahn,지안,Yoo Jiahn,1992-04-01,,
IN2IT,,Sunghyun,성현,Kim Sunghyun,1996-03-16,,
IN2IT,,Yeontae,연태,Jeong Yeontae,1992-07-06,,
Infinite,,Dongwoo,동우,Jang Dongwoo,1990-11-22,,
Infinite,,L,엘,Kim Myungsoo,1992-03-13,,
Infinite,,Sungjong,성종,Lee Sungjong,1993-09-03,,
Infinite,,Sungkyu,성규,Kim Sungkyu,1989-04-28,,
Infinite,,Sungyeol,성열,Lee Sungyeol,1991-08-27,,
Infinite,,Woohyun,우현,Nam Woohyun,1991-02-08,,
IRRIS,,Liv,리브,Kim Chaeyoung,1997-07-05,"Good Day, RedSquare",
IRRIS,,Nina,니나,Nina Nadia Mateer,2003-03-15,,
IRRIS,,Yunseul,윤슬,Hwang Nayoon,1999-03-30,"Good Day, RedSquare",
ITZY,,Chaeryeong,채령,Lee Chaeryeong,2001-06-05,,
ITZY,,Ryujin,류진,Shin Ryujin,2001-04-17,,
ITZY,,Yeji,예지,Hwang Yeji,2000-05-26,,
ITZY,,Yuna,유나,Shin Yuna,2003-12-09,,
IVE,,Gaeul,가을,Kim Gaeul,2002-09-24,,
IVE,,Leeseo,이서,Lee Hyunseo,2007-02-21,,
IVE,,Rei,레이,Naoi Rei,2004-02-03,,
IVE,,Wonyoung,원영,Jang Wonyoung,2004-08-31,IZ*ONE,
IVE,,Yujin,유진,Ahn Yujin,2003-09-01,IZ*ONE,
IZ,,Hyunjun,현준,Lee Hyunjun,1999-12-21,,
IZ,,Jihoo,지후,Lim Soojung,1998-08-05,,
IZ*ONE,,Chaeyeon,채연,Lee Chaeyeon,2000-01-11,,
IZ*ONE,,Eunbi,은비,Kwon Eunbi,1995-09-27,,
IZ*ONE,,Hitomi,히토미,Honda Hitomi,2001-10-06,,
IZ*ONE,,Hyewon,혜원,Kang Hyewon,1999-07-05,,
IZ*ONE,,Minjoo,민주,Kim Minjoo,2001-02-05,,
IZ*ONE,,Nako,나코,Yabuki Nako,2001-06-18,,
IZ*ONE,,Yena,예나,Choi Yena,1999-09-29,,
IZ*ONE,,Yuri,유리,Jo Yuri,2001-10-22,,
JBJ,,Hyunbin,현빈,Kwon Hyunbin,1997-03-04,,
JBJ,,Kenta,켄타,Takada Kenta,1995-01-10,,
JBJ,,Longguo,룽궈,Jin Longguo,1996-03-02,,
JBJ95,,Kim Sanggyun,김상균,Kim Sanggyun,1995-05-23,"Topp Dogg, XENO-T",
JUST B,,Bain,배인,Song Byeonghee,2001-05-04,,
JUST B,,DY,도염,Jeon Doyum,2002-02-21,1the9,
JUST B,,Geonu,건우,Lee Geonwoo,2001-02-02,,
JUST B,,JM,지민,Chu Jimin,2001-10-11,,
JUST B,,Lim Jimin,임지민,Lim Jimin,2001-05-22,,
JUST B,,Sangwoo,상우,Kim Sangwoo,2002-09-03,,
JWiiver,,Gabin,가빈,Yoo Seunghyun,2001-09-11,,
JWiiver,,Jukang,주강,Lee Hyowon,2002-11-22,,
JWiiver,,Raots,라오츠,Ren Yuchen,2000-03-01,,
JWiiver,,Rihan,리한,Choi Yeonsik,1998-05-22,,
JWiiver,,Roshin,로신,Bae Sijun,2001-04-13,,
JWiiver,,Ryujei,류제이,Chae Hocheol,1997-11-08,,
JWiiver,,Shita,시타,Chae Gaho,1998-10-01,,
JYJ,,Jaejoong,재중,Kim Jaejoong,1986-01-26,TVXQ,
JYJ,,Xia Junsu,시아 준수,Kim Junsu,1986-12-15,TVXQ,
JYJ,,Yoochun,유천,Park Yoochun,1986-07-04,TVXQ,
KARA,,Gyuri,규리,Park Gyuri,1988-05-21,,
KARA,,Hara†,하라,Koo Hara,1991-01-13,,
KARA,,Jiyoung,지영,Kang Jiyoung,1994-01-18,,
KARA,,Nicole,니콜,Nicole Jung,1991-10-07,,
KARA,,Seungyeon,승연,Han Seungyeon,1988-07-24,,
KARA,,Youngji,영지,Hur Youngji,1994-08-30,,
KARD,,BM,비엠,Matthew Kim,1992-10-20,,
KARD,,Jiwoo,지우,Jeon Jiwoo,1996-10-04,,
KARD,,Somin,소민,Jeon Somin,1996-08-22,April,
KEEMBO,,Boa,보아,Kim Boah,1987-01-14,SPICA,
KEEMBO,,Bohyung,보형,Kim Bohyung,1991-03-31,SPICA,
KELT9b,,Chaerin,채린,Lee Chaerin,2007-07-07,,
KELT9b,,Euijeong,연의정,Yeon Euijeong,2001-07-21,,
KELT9b,,Minju,민주,Seo Minju,2003-09-29,,
KELT9b,,Suhyun,수현,Yoo Suhyun,2000-08-15,,
KELT9b,,Youngjae,영채,Jo Youngjae,2003-10-19,,
Kep1er,,Bahiyyih,바히에,Huening Bahiyyih,2004-07-27,,
Kep1er,,Dayeon,다연,Kim Dayeon,2003-03-02,,
Kep1er,,Hikaru,히카루,Ezaki Hikaru,2004-03-12,,
Kep1er,,XiaoTing,샤오팅,Shen Xiao Ting,1999-11-12,,
Kep1er,,Youngeun,영은,Seo Youngeun,2004-12-27,,
Kep1er,,Yujin,유진,Choi Yujin,1996-08-12,CLC,
Kingdom,,Arthur,아서,Jang Yunho,2000-04-15,VARSITY,
Kingdom,,Chiwoo,치우,Guk Seungjun,2002-09-02,,
Kingdom,,Dann,단,Jung Seungbo,1997-11-01,VARSITY,
Kingdom,,Ivan,아이반,Park Yooseong,2001-10-12,,
Kingdom,,Jahan,자한,Im Jihun,2002-08-01,,
Kingdom,,Louis,루이,Yang Dongsik,2001-04-08,,
Kingdom,,Mujin,무진,Ko Sungho,2000-11-20,,
KISS OF LIFE,,Belle,벨,Shim Hyewon,2004-03-20,,
KISS OF LIFE,,Haneul,하늘,Won Haneul,2005-05-25,,
KISS OF LIFE,,Julie,쥴리,Julie Han,2000-03-29,,
KISS OF LIFE,,Natty,나띠,Ahnatchaya Suputhipong,2002-05-30,,
KNK,,Dongwon,동원,Lee Dongwon,1994-01-01,,
KNK,,Heejun,희준,Oh Heejun,1996-05-08,,
KNK,,Inseong,인성,Jeong Inseong,1994-07-01,,
KNK,,Seoham,서함,Park Seoham,1993-10-28,,
LABOUM,,Haein,해인,Yeom Haein,1995-05-19,,
LABOUM,,Solbin,솔빈,Ahn Solbin,1997-08-19,,
LABOUM,,Soyeon,소연,Jung Soyeon,1994-05-04,,
LABOUM,,ZN,지엔,Bae Jinye,1994-06-09,,
Ladies' Code,,Ashley,애슐리,Ashley Choi,1991-11-09,,
Ladies' Code,,Sojung,소정,Lee Sojung,1993-09-03,,
Ladies' Code,,Zuny,주니,Kim Joomi,1994-12-08,,
Lapillus,,Bessie,베시,Kim Susanna,2004-07-15,,
Lapillus,,Chanty,샨티,Maria Chantal Videla,2002-12-15,,
Lapillus,,Haeun,하은,Lim Haeun,2008-11-02,,
Lapillus,,Seowon,서원,Jang Seowon,2006-12-05,,
Lapillus,,Shana,샤나,Nonaka Shana,2003-03-13,,
Lapillus,,Yue,유에,Nancy Yang,2004-07-03,,
LE SSERAFIM,,Eunchae,은채,Hong Eunchae,2006-11-10,,
LE SSERAFIM,,Kazuha,카즈하,Nakamura Kazuha,2003-08-09,,
LE SSERAFIM,,Sakura,사쿠라,Miyawaki Sakura,1998-03-19,IZ*ONE,
LE SSERAFIM,,Yunjin,윤진,Huh Yunjin,2001-10-08,,
LIGHTSUM,,Chowon,초원,Han Chowon,2002-09-16,,
LIGHTSUM,,Hina,히나,Nagai Hina,2003-04-07,,
LIGHTSUM,,Juhyeon,주현,Lee Juhyeon,2004-04-08,,
LIGHTSUM,,Sangah,상아,Yoo Sangah,2002-09-04,,
LIGHTSUM,,Yujeong,유정,Lee Yujeong,2004-06-14,,
Limitless,,A.M,에이엠,Seong Hyunwoo,1996-12-31,,
Limitless,,Heeseok,희석,Yun Heeseok,1997-06-10,,
Limitless,,Hwichan,휘찬,Lee Heechan,1996-04-18,,
Limitless,,Moonvok,문복,Jang Moonvok,1995-04-11,,
Loossemble,,Gowon,고원,Park Chaewon,2000-11-19,LOONA,
Loossemble,,Hyeju,혜주,Son Hyeju,2001-11-13,LOONA,
Loossemble,,Hyunjin,현진,Kim Hyunjin,2000-11-15,LOONA,
Loossemble,,Vivi,비비,Wong Viian,1996-12-09,LOONA,
Loossemble,,Yeojin,여진,Im Yeojin,2002-11-11,LOONA,
Lovelyz,,Babysoul,베이비소울,Lee Soojung,1992-07-06,,
Lovelyz,,Jiae,지애,Yoo Jiae,1993-05-21,,
Lovelyz,,JIN,진,Park Myungeun,1996-06-12,,
Lovelyz,,Jisoo,지수,Seo Jisoo,1994-02-11,,
Lovelyz,,Kei,케이,Kim Jiyeon,1995-03-20,,
Lovelyz,,Mijoo,미주,Lee Mijoo,1994-09-23,,
Lovelyz,,Sujeong,수정,Ryu Sujeong,1997-11-19,,
Lovelyz,,Yein,예인,Jeong Yein,1998-06-04,,
Luminous,,Steven,스티븐,Kim Steven,2000-01-17,,
Luminous,,Suil,수일,Ma Suil,1999-03-30,,
Luminous,,Woobin,우빈,Jeong Woobin,2000-04-01,,
Luminous,,Youngbin,영빈,Jeong Youngbin,1998-10-05,,
LUN8,,Chael,카엘,Lim Junyeop,2001-12-07,,
LUN8,,Dohyun,도현,Park Dohyun,2003-10-23,,
LUN8,,Eunseop,은섭,Kim Eunseop,2006-06-18,,
LUN8,,Ian,이안,Ro Sungchul,2003-12-11,,
LUN8,,Jinsu,진수,Park Jinsu,2003-02-05,,
LUN8,,Junwoo,준우,Sim Junwoo,2003-09-21,,
LUN8,,Takuma,타쿠마,Sato Takuma,2003-08-05,,
LUNARSOLAR,,Eseo,이서,Noh Hyunjung,1996-03-04,,
LUNARSOLAR,,Jian,지안,Kwon Jieun,2001-03-14,S.E.T,
LUNARSOLAR,,Taeryeong,태령,Lim Jeongmin,2000-12-27,,
LUNARSOLAR,,Yuuri,유우리,Tokunaga Yuuri,2001-05-16,,
Madein,,Gaeun,가은,Oh Gaeun,2005-11-08,,
Madein,,Mashiro,마시로,Sakamoto Mashiro,1999-12-16,,
Madein,,MiU,미유,Ito Miyu,2003-01-09,,
Madein,,Nagomi,나고미,Abe Nagomi,2007-07-02,,
Madein,,Serina,세리나,Saito Serina,2006-05-03,,
Madein,,Suhye,수혜,Kim Suhye,2004-12-13,,
Madein,,Yeseo,예서,Kang Yeseo,2005-08-22,Busters,
MAJORS,,Aki,아키,Jang Minju,2001-02-12,,
MAJORS,,Bian,비안,Yu Jiwon,2001-02-13,ANS,
MAJORS,,Ida,아이다,Ko Chaeyoung,2000-05-19,,
MAJORS,,Shinye,신예,Kam Yerim,2004-03-07,,
MAJORS,,Suzy,수지,Kim Suji,2001-06-03,,
Maka Maka,,Chaewon,채원,Lee Chaewon,2000-03-18,,
Maka Maka,,Daseul,다슬,Yang Daseul,2000-09-14,,
Maka Maka,,Dia,디아,Kwak Minnyeong,1999-09-03,,
Maka Maka,,EunB,은비,Shin Eunbi,2000-09-17,Lip Bubble,
Maka Maka,,Heesu,희수,Kim Heesu,1998-03-24,,
Mamamoo,,Hwasa,화사,Ahn Hyejin,1995-07-23,,
Mamamoo,,Moonbyul,문별,Moon Byulyi,1992-12-22,,
Mamamoo,,Solar,솔라,Kim Yongsun,1991-02-21,,
Mamamoo,,Wheein,휘인,Jung Wheein,1995-04-17,,
Matilda,,Dan-a,단아,Park Seungyeon,1993-06-26,,
Matilda,,Haena,해나,Lee Haena,1991-06-02,,
Matilda,,Saebyeol,새별,Han Saebyeol,1996-05-23,,
Matilda,,Semmi,세미,Oh Heesun,1995-10-22,,
MBLAQ,,G.O,지오,Jung Byunghee,1987-11-06,,
MBLAQ,,Mir,미르,Bang Cheolyong,1991-03-10,,
MBLAQ,,Seungho,승호,Yang Seungho,1987-10-16,,
MCND,,Bic,빅,Nam Seungmin,2001-04-25,,
MCND,,Castle J,캐슬제이,Son Sangjoon,1999-05-31,,
MCND,,Huijun,휘준,Noh Huijun,2003-10-07,,
MCND,,Minjae,민재,Song Minjae,2003-08-23,,
MCND,,Win,윈,Bang Junhyuk,2004-12-19,,
MELODYDAY,,Chahee,차희,Park Sooyoung,1996-03-24,,hichaheebye
MELODYDAY,,Yein,예인,Ahn Yein,1995-05-04,,yen_thankful954
MELODYDAY,,Yeoeun,여은,Jung Jieun,1990-01-25,,yeosilver
MELODYDAY,,Yoomin,유민,Na Yoomin,1993-08-29,,im.umin
mimiirose,,Hyori,효리,Inn Hyori,2000-06-02,,
mimiirose,,Jia,지아,Yoon Jia,2004-01-16,,
mimiirose,,Yeonjae,연재,Choi Yeonjae,2000-12-06,,
mimiirose,,Yewon,예원,Han Yewon,2003-02-07,,
mimiirose,,Yunju,윤주,Seo Yunju,2005-12-26,,
Mirae,,Dongpyo,동표,Son Dongpyo,2002-09-09,X1,
Mirae,,Douhyun,도현,Yoo Douhyun,2000-12-25,,
Mirae,,Junhyuk,이준혁,Lee Junhyuk,2000-05-16,,
Mirae,,Khael,카엘,Lee Sangmin,2002-01-18,,
Mirae,,Lien,리안,Shimada Sho,1998-03-11,,
Mirae,,Siyoung,시영,Park Siyoung,2003-05-06,,
Mirae,,Yubin,유빈,Jang Yubin,2004-06-10,,
miss A,,Fei,페이,Wang FeiFei,1987-04-27,,ff0427
miss A,,Jia,지아,Meng Jia,1989-02-03,,mjbaby0203
miss A,,Min,민,Lee Minyoung,1991-06-21,,therealminnn
miss A,,Suzy,수지,Bae Suji,1994-10-10,,skuukzky
MIXX,,Arie,아리,Jeon Minjae,2000-04-07,,
MIXX,,Hanna,한나,Shin Jiyeon,1994-02-19,,
MIXX,,Heeyu,희유,Choi Heejae,1995-06-30,,
MIXX,,Liyah,리야,Moon Liya,2000-05-11,,
MIXX,,Mia,미아,Son Hyunmi,1997-12-31,,
MOMOLAND,,AhIn,아인,Lee Ahin,1999-09-27,,
MOMOLAND,,Hyebin,혜빈,Lee Hyebin,1996-01-12,,
MOMOLAND,,Jane,제인,Sung Jiyeon,1997-12-20,,
MOMOLAND,,Joo E,주이,Lee Joowon,1999-08-18,,
MOMOLAND,,Nancy,낸시,Nancy Mcdonie,2000-04-13,,
MOMOLAND,,Nayun,나윤,Kim Nayun,1998-07-31,,
MONSTA X,,Hyungwon,형원,Chae Hyungwon,1994-01-15,,
MONSTA X,,I.M,아이엠,Lim Changkyun,1996-01-26,,
MONSTA X,,Jooheon,주헌,Lee Jooheon,1994-10-06,,
MONSTA X,,Kihyun,기현,Yoo Kihyun,1993-11-22,,
MONSTA X,,Shownu,셔누,Son Hyunwoo,1992-06-18,,
MONT,,Bitsaeon,빛새온,Kim Sangyeon,1995-06-04,,
MONT,,Narachan,나라찬,Jung Hyunwoo,1996-09-23,,
MONT,,Roda,로다,Shin Joongmin,1998-09-19,,
MY.st,,Juntae,준태,Kim Juntae,1995-09-04,,
MY.st,,Keonwoo,건우,Kim Keonwoo,1996-12-17,,
MY.st,,Woncheol,원철,Jung Woncheol,1996-01-12,,
MYNAME,,Chaejin,채진,Chae Jinseok,1995-12-26,,
MYNAME,,Gunwoo,건우,Lee Gunwoo,1989-01-30,,
MYNAME,,Insoo,인수,Kang Insoo,1988-03-10,,
MYNAME,,JunQ,준규,Kang Junkyu,1993-08-09,,
MYNAME,,Seyong,세용,Kim Seyong,1991-11-20,,
N.Flying,,Cha Hoon,차훈,Cha Hoon,1994-07-12,,
N.Flying,,Hweseung,회승,Yoo Hweseung,1995-02-28,,
N.Flying,,Jaehyun,재현,Kim Jaehyun,1994-07-15,,
N.Flying,,Kwangjin,광진,Kwon Kwangjin,1992-08-12,CNBLUE,
N.Flying,,Seunghyub,승협,Lee Seunghyub,1992-10-31,,
NATURE,,Aurora,오로라,Yang Lan,1997-01-14,,
NATURE,,Chaebin,채빈,Choi Yoobin,1999-07-28,,
NATURE,,Haru,하루,Abe Haruno,2000-02-21,,
Nature,,Loha,로하,Kang Yejin,2001-12-27,,
NATURE,,Lu,루,Im Hayoung,1997-12-03,,
NATURE,,Saebom,새봄,Kim Saerok,1997-01-30,,
Nature,,Sohee,김소희,Kim Sohee,1995-01-20,I.B.I,
NATURE,,Sunshine,선샤인,Kim Minjung,2002-06-20,,
NATURE,,Uchae,유채,Yu Hyejun,2002-05-07,,
NCT,,Chenle,천러,Zhong Chenle,2001-11-22,,
NCT,,Doyoung,도영,Kim Dongyoung,1996-02-01,,
NCT,,Haechan,해찬,Lee Donghyuk,2000-06-06,,
NCT,,Jaehyun,재현,Jung Yoonoh,1997-02-14,,
NCT,,Jaemin,재민,Na Jaemin,2000-08-13,,
NCT,,Jeno,제노,Lee Jeno,2000-04-23,,
NCT,,Jisung,지성,Park Jisung,2002-02-05,,
NCT,,Johnny,쟈니,John Seo,1995-02-09,,
NCT,,Jungwoo,정우,Kim Jungwoo,1998-02-19,,
NCT,,Kun,쿤,Qian Kun,1996-01-01,,
NCT,,Mark,마크,Mark Lee,1999-08-02,,
NCT,,Renjun,런쥔,Hwang Renjun,2000-03-23,,
NCT,,Taeil,태일,Moon Taeil,1994-06-14,,
NCT,,Taeyong,태용,Lee Taeyong,1995-07-01,,
NCT,,Ten,텐,Chittaphon Leechaiyapornkul,1996-02-27,,
NCT,,Winwin,윈윈,Dong Sicheng,1997-10-28,,
NCT,,Yuta,유타,Nakamoto Yuta,1995-10-26,,
NewJeans,,Danielle,다니엘,Mo Jihye,2005-04-11,,
NewJeans,,Haerin,해린,Kang Haerin,2006-05-15,,
NewJeans,,Hanni,하니,Pham Ngoc Han,2004-10-06,,
NewJeans,,Hyein,혜인,Lee Hyein,2008-04-21,,
Newkidd,,Choi Jiann,최지안,Choi Jaewoo,1997-09-30,,
Newkidd,,Hwi,휘,Jo Mingyu,2002-09-26,,
Newkidd,,Ji Hansol,지한솔,Ji Hansol,1994-11-21,UNB,jisol_11
Newkidd,,Jinkwon,진권,Kim Jinkwon,2001-01-31,,
Newkidd,,Seungchan,승찬,Kang Seungchan,2003-01-01,,
Newkidd,,Woochul,우철,Shin Woochul,2002-10-02,,
Newkidd,,Yunmin,윤민,Yun Min,2001-02-26,,
NINE.i,,Eden,이든,Jae Won,1998-03-27,,
NINE.i,,Jewon,제원,Woo Jewon,1998-11-28,,
NINE.i,,Jiho,지호,Jang Jiho,2004-08-10,,
NINE.i,,Joohyoung,주형,Kim Joohyoung,2003-03-15,,
NINE.i,,Seowon,서원,Seo Won,2000-12-18,,
NINE.i,,Taehun,태훈,Lee Taehoon,2000-03-21,,
NINE.i,,Vari,베리,Jae Hyun,2000-09-03,,
NINE.i,,Winnie,위니,Pattipong Kasemsant,1998-11-18,,
NMIXX,,Bae,배이,Bae Jinsol,2004-12-28,,
NMIXX,,Haewon,해원,Oh Haewon,2003-02-25,,
NMIXX,,Kyujin,규진,Jang Kyujin,2006-05-26,,
NMIXX,,Lily,릴리,Lily Jin Morrow,2002-10-17,,
NMIXX,,Sullyoon,설윤,Seol Yoona,2004-01-26,,
NU'EST,,Aron,아론,Kwak Youngmin,1993-05-21,,
NU'EST,,Baekho,백호,Kang Dongho,1995-07-21,,
NU'EST,,Minhyun,민현,Hwang Minhyun,1995-08-09,Wanna One,
NU'EST,,Ren,렌,Choi Minki,1995-11-03,,
Oh My Girl,,Arin,아린,Choi Yewon,1999-06-18,,
Oh My Girl,,Hyojung,효정,Choi Hyojung,1994-07-28,,
Oh My Girl,,Mimi,미미,Kim Mihyun,1995-05-01,,
Oh My Girl,,Seunghee,승희,Hyun Seunghee,1996-01-25,,
Oh My Girl,,Yooa,유아,Yoo Siah,1995-09-17,,
Oh My Girl,,Yubin,유빈,Bae Yubin,1997-09-09,,
OMEGA X,,Hangyeom,한겸,Song Hangyeom,1996-07-17,7 O'clock,
OMEGA X,,Hyuk,혁,Yang Hyuk,2000-03-15,ENOi,
OMEGA X,,Jaehan,재한,Kim Jaehan,1995-07-01,Spectrum,
OMEGA X,,Jehyun,제현,Moon Jehyun,1999-04-20,1TEAM,
OMEGA X,,Junghoon,정훈,Han Jeonghoon,2000-02-14,ENOi,
OMEGA X,,Taedong,태동,Kim Taedong,1997-11-07,GIDONGDAE,
OMEGA X,,XEN,젠,Lee Jinwoo,1998-02-20,1TEAM,
OMEGA X,,Yechan,예찬,Shin Yechan,2001-05-14,1the9,
ONE PACT,,Jay Chang,제이창,Jay Steven Kapossy,2001-03-08,M.O.N.T Arena,
ONE PACT,,Jongwoo,종우,Yoon Jongwoo,2000-06-12,Black Level,
ONE PACT,,TAG,태그,Yeom Taekyun,2002-09-30,Ciipher,
ONE PACT,,Yedam,예담,Lee Yedam,2003-01-19,,
Oneus,,Hwanwoong,환웅,Yeo Hwanwoong,1998-08-26,,
Oneus,,Keonhee,건희,Lee Keonhee,1998-06-27,,
Oneus,,Leedo,이도,Kim Geonhak,1997-07-26,,
Oneus,,Ravn,레이븐,Kim Yoongjo,1995-09-02,,
Oneus,,Seoho,서호,Lee Seoho,1996-06-07,,
Oneus,,Xion,시온,Son Dongju,2000-01-10,,
Onewe,,Cya,키야,Lee Giwook,2000-01-24,MAS,
Onewe,,Dongmyeong,동명,Son Dongmyeong,2000-01-20,MAS,
Onewe,,Harin,주하린,Ju Harin,1998-03-29,MAS,
Onewe,,Kanghyun,강현,Kang Hyungu,1998-11-24,MAS,
Onewe,,Yonghoon,용훈,Jin Yonghoon,1994-08-17,MAS,
ONF,,E-tion,이션,Lee Changyoon,1994-12-24,,
ONF,,Hyojin,효진,Kim Hyojin,1994-04-22,,
ONF,,J-Us,제이어스,Lee Seungjoon,1995-01-13,,
ONF,,MK,엠케이,Park Minkyun,1995-11-16,,
ONF,,U,유,Mizuguchi Yuto,1999-03-16,,
ONF,,Wyatt,와이엇,Shim Jaeyoung,1995-01-23,,
OnlyOneOf,,Junji,준지,Kim Junhyung,1998-04-06,,
OnlyOneOf,,KB,규빈,Shin Kyubin,1994-04-23,,
OnlyOneOf,,Mill,밀,Lee Yongsoo,1999-03-30,,
OnlyOneOf,,Nine,나인,Jung Wookjin,1999-12-13,,
OnlyOneOf,,Rie,리에,Lee Seungho,1996-11-06,,
OnlyOneOf,,Yoojung,유정,Lee Taeyeop,1997-05-19,,
P.O.P,,Ahyung,아형,Kang Ahyoung,1996-08-27,,
P.O.P,,Haeri,해리,Jung Haeri,1997-01-14,,
P.O.P,,Miso,미소,Park Jihyun,1996-09-16,,
P.O.P,,Seol,설,Min Jihye,1997-01-01,,
P.O.P,,Yeonha,연하,Ahn Yeonji,2000-05-19,,
P.O.P,,Yeonjoo,연주,Song Yeonjoo,1997-06-26,,
P1Harmony,,Intak,인탁,Hwang Intak,2003-08-31,,
P1Harmony,,Jiung,지웅,Choi Jiwoong,2001-10-07,,
P1Harmony,,Jongseob,종섭,Kim Jongseob,2005-11-19,,
P1Harmony,,Keeho,기호,Yoon Kiho,2001-09-27,,
P1Harmony,,Soul,소울,Haku Shota,2005-02-01,,
P1Harmony,,Theo,태오,Choi Taeyang,2001-07-01,,
PENTAGON,,Hongseok,홍석,Yang Hongseok,1994-04-17,,
PENTAGON,,Hui,후이,Lee Hwitaek,1993-08-28,,
PENTAGON,,Jinho,조진호,Jo Jinho,1992-04-17,,
PENTAGON,,Kino,키노,Kang Hyungku,1998-01-27,,
PENTAGON,,Shinwon,신원,Go Shinwon,1995-12-11,,
PENTAGON,,Wooseok,우석,Jeong Wooseok,1998-01-31,,
PENTAGON,,Yan An,옌안,Yan An,1996-10-25,,
PENTAGON,,Yeo One,여원,Yeon Changgu,1996-03-27,,
PENTAGON,,Yuto,유토,Adachi Yuto,1998-01-23,,
Pink Fantasy,,Arang,아랑,Park Yerim,2001-01-22,,
Pink Fantasy,,Daewang Nim,대왕님,Daewang Nim,1996-04-08,,
Pink Fantasy,,Harin,하린,Park Guenhye,2000-05-26,,
Pink Fantasy,,Heesun,희선,Park Heesun,2005-01-25,,
Pink Fantasy,,Miku,미쿠,Katae Miku,2002-10-09,,
Pink Fantasy,,Momoka,모모카,Matsuda Momoka,2000-12-26,,
Pink Fantasy,,Seea,시아,Kang Eunyoung,1994-08-21,,
Pink Fantasy,,Yechan,예찬,Kim Yechan,1995-11-26,,
Pixy,,Dajeong,다정,Jung Dajeong,2003-07-31,,
Pixy,,Dia,디아,Choi Eunji,2001-07-16,,
Pixy,,Rinji,린지,Hwang Rinji,2006-05-05,,
Pixy,,Sua,수아,Choi Sooah,2003-02-24,,
Playback,,Eunjin,은진,Ma Eunjin,1997-05-23,,sunghyuk_seo
Playback,,Hayoung,하영,Lee Hayoung,1993-08-03,,
Playback,,Woolim,우림,Hwang Woolim,1996-08-29,,
Playback,,Yujin,유진,Seo Yoojin,1994-06-18,,
Playback,,Yunji,윤지,Lee Yunji,1992-04-04,,
POW,,Dongyeon,동연,Justin Lajo,2003-09-26,,
POW,,Hong,홍,Kim Hong,2005-06-23,,
POW,,Hyunbin,현빈,Koo Hyunbin,2003-05-29,,
POW,,Jungbin,정빈,Lim Jungbin,2003-07-22,,
POW,,Yorch,요치,Yongsin Wongpanitnont,2002-04-11,,
PRECIOUS,,EunB,은비,Byun Eunbi,2000-11-23,,
PRECIOUS,,Hanbyul,한별,Kyung Hanbyul,2005-07-01,,
PRECIOUS,,Hanwoom,한움,Byun Hanwoom,2001-06-05,,
PRECIOUS,,Jihyo,지효,Lee Jihyo,2001-04-22,,
PRECIOUS,,Lee Soo,이수,Jin Isoo,2001-06-27,,
PRIMROSE,,Hayun,하윤,Ha Seyun,2003-11-20,,
PRIMROSE,,Nahyun,나현,Kang Nahyun,2002-01-25,HOT ISSUE,
PRIMROSE,,Rainie,레이니,Chu Chingyu,2000-11-16,bugAboo,
Pristin,,Kyla,카일라,Kyla Massie,2001-12-26,,
Pristin,,Kyulkyung,결경,Zhou Jieqiong,1998-12-16,,
Pristin,,Nayoung,나영,Im Nayoung,1995-12-18,,
Pristin,,Sungyeon,성연,Bae Sungyeon,1999-05-25,,
Pristin,,Xiyeon,시연,Park Junghyun,2000-11-14,,
Pungdeng-E,,Blue,파랑,Jung Gahee,1994-01-18,,
Pungdeng-E,,Red,빨강,Lee Heejin,1991-07-10,,
Pungdeng-E,,Yellow,노랑,Kim Eunbi,1993-05-05,,
Purple Kiss,,Dosie,도시,Jang Eunseung,2000-02-11,,
Purple Kiss,,Goeun,고은,Na Goeun,1999-09-03,,
Purple Kiss,,Ireh,이레,Cho Seoyoung,2002-04-30,,
Purple Kiss,,Swan,수안,Park Soojin,2003-07-11,,
Purple Kiss,,Yuki,유키,Mori Koyuki,2002-11-06,,
Purplebeck,,Layeon,라연,Lee Jimin,1998-08-13,,
Purplebeck,,Seyeon,세연,Park Seyeon,2001-05-06,,
Purplebeck,,Yeowool,여울,Ha Yeowool,1998-04-11,,
Purplebeck,,Yerim,예림,Jeong Yerim,1997-03-10,,
Queenz Eye,,Ahyoon,아윤,Shin Ahyoon,2003-09-24,,
Queenz Eye,,Damin,다민,Kang Damin,2004-03-24,,
Queenz Eye,,Hannah,해나,Bae Hyunyoung,1999-10-23,,
Queenz Eye,,Narin,나린,Lee Eunseo,2000-06-06,,
Queenz Eye,,Wonchae,원채,Hwang Chaewon,2002-12-22,,
QWER,,Chodan,쵸단,Hong Ji-hye,1998-11-01,,@choda._.n
